類別,電腦編號,里別,座落,緯度,經度,新計算容量(值),轄管分局
供公眾使用建築物,FNA01086,軍功里,新竹市東區軍功里建新路112號,24.7990215,121.0001164,721.0,第二分局
一般住宅,FNA01089,埔頂里,"新竹市東區埔頂里埔頂路16號 B1",24.7933282,121.0080594,4973.0,第二分局
公有建築物,FNA01092,光明里,"新竹市東區光明里20鄰大學路1001號 B1",24.7867129,120.9996672,1787.0,第二分局
公有建築物,FNA01096,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,909.0,第二分局
供公眾使用建築物,FNA01097,科園里,新竹市東區科園里光復路一段681號,24.788454,121.0079515,115.0,第二分局
公有建築物,FNA01098,光明里,"新竹市東區光明里20鄰大學路1001號 B1",24.7867129,120.9996672,1915.0,第二分局
一般住宅,FNA01100,埔頂里,新竹市東區埔頂里埔頂路99巷160號,24.7982568,121.0032409,114.0,第二分局
公有建築物,FNA01110,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,303.0,第二分局
公有建築物,FNA01113,光明里,新竹市東區光明里20鄰大學路1001號,24.7867129,120.9996672,1176.0,第二分局
公有建築物,FNA01128,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,318.0,第二分局
公有建築物,FNA01133,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,895.0,第二分局
公有建築物,FNA01145,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,152.0,第二分局
一般住宅,FNA01147,公園里,"新竹市東區公園里體育街26號之1 B2",24.802144,120.9820594,2009.0,第二分局
公有建築物,FNA01155,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,286.0,第二分局
公有建築物,FNA01162,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,568.0,第二分局
公有建築物,FNA01164,光明里,新竹市東區光明里7鄰光復路二段101號,24.792968,120.9931349,1364.0,第二分局
公有建築物,FNA01166,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,214.0,第二分局
公有建築物,FNA01167,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,286.0,第二分局
公有建築物,FNA01184,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,744.0,第二分局
公有建築物,FNA01185,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,135.0,第二分局
公有建築物,FNA01186,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,477.0,第二分局
一般住宅,FNA01189,埔頂里,新竹市東區埔頂里埔頂路99巷62弄18號,24.797291,121.006688,127.0,第二分局
一般住宅,FNA01191,埔頂里,新竹市東區埔頂里埔頂路66巷62弄20號,24.7943813,121.0084626,126.0,第二分局
一般住宅,FNA01192,埔頂里,新竹市東區埔頂里埔頂路99巷62弄14號,24.7974343,121.0068775,132.0,第二分局
一般住宅,FNA01193,埔頂里,新竹市東區埔頂里埔頂路99巷62弄16號,24.7972571,121.006631,135.0,第二分局
一般住宅,FNA01194,埔頂里,新竹市東區埔頂里埔頂路99巷62弄6號,24.7970731,121.006323,106.0,第二分局
一般住宅,FNA01195,埔頂里,新竹市東區埔頂里埔頂路99巷62弄10號,24.7971529,121.0042593,122.0,第二分局
一般住宅,FNA01196,埔頂里,新竹市東區埔頂里埔頂路99巷62弄2號,24.797,121.006201,92.0,第二分局
一般住宅,FNA01198,埔頂里,新竹市東區埔頂里埔頂路99巷62弄12號,24.797184,121.006509,130.0,第二分局
公有建築物,FNA01199,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,384.0,第二分局
一般住宅,FNA01200,埔頂里,新竹市東區埔頂里埔頂路99巷62弄4號,24.797036,121.006262,101.0,第二分局
一般住宅,FNA01201,豐功里,新竹市東區豐功里新源路62巷27號,24.8022087,120.9930202,1125.0,第二分局
供公眾使用建築物,FNA01202,軍功里,新竹市東區軍功里建功一路35號,24.797704,120.9979105,110.0,第二分局
公有建築物,FNA01203,光明里,新竹市東區光明里光明新村167號,24.7917011,120.997625,382.0,第二分局
一般住宅,FNA01205,軍功里,"新竹市東區軍功里建新路8號 B1",24.7978677,120.9963671,169.0,第二分局
一般住宅,FNA01206,埔頂里,新竹市東區埔頂里埔頂路99巷168號,24.7982568,121.0032409,136.0,第二分局
一般住宅,FNA01207,龍山里,"新竹市東區龍山里光復路一段576巷33號 B1",24.792394,121.007121,217.0,第二分局
一般住宅,FNA01208,軍功里,新竹市東區軍功里建功一路37號,24.7976917,120.9978481,212.0,第二分局
一般住宅,FNA01210,豐功里,"新竹市東區豐功里22鄰新源街62巷29號 B1",24.8002559,120.993224,1125.0,第二分局
一般住宅,FNA01211,仙水里,"新竹市東區仙水里光復路一段531巷82號 B1",24.7835289,121.013013,663.0,第二分局
公有建築物,FNA01212,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,992.0,第二分局
一般住宅,FNA01213,光明里,新竹市東區光明里大學路81巷3弄15號,24.7879996,121.0035755,239.0,第二分局
一般住宅,FNA01214,光明里,"新竹市東區光明里22鄰大學路56號 B3",24.7893881,121.0006879,8561.0,第二分局
公有建築物,FNA01215,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,506.0,第二分局
一般住宅,FNA01217,建功里,"新竹市東區建功里金城二路26號 B1",24.7957868,121.0024736,227.0,第二分局
公有建築物,FNA01218,龍山里,"新竹市東區龍山里光復路一段568號 B1-B2",24.7890292,121.0078543,719.0,第二分局
一般住宅,FNA01220,龍山里,"新竹市東區龍山里7鄰光復路一段476巷88號 B1",24.7874673,121.0135335,5086.0,第二分局
供公眾使用建築物,FNA01222,龍山里,"新竹市東區龍山里光復路一段566號 B1",24.7887148,121.0082169,929.0,第二分局
一般住宅,FNA01223,埔頂里,"新竹市東區埔頂里2鄰埔頂路107號 B1",24.7949238,121.0086107,2545.0,第二分局
一般住宅,FNA01224,立功里,新竹市東區立功里建功路24號,24.796414,120.998881,239.0,第二分局
供公眾使用建築物,FNA01225,埔頂里,新竹市東區埔頂里埔頂路99巷121號,24.797154,121.0059396,229.0,第二分局
一般住宅,FNA01227,科園里,新竹市東區科園里光復路1段28-30號,24.7909793,121.0041462,286.0,第二分局
一般住宅,FNA01229,豐功里,"新竹市東區豐功里建中一路35號 B2",24.8010278,120.992798,1225.0,第二分局
一般住宅,FNA01230,軍功里,新竹市東區軍功里建新路26號,24.7981294,120.9966758,168.0,第二分局
供公眾使用建築物,FNA01232,軍功里,新竹市東區軍功里建功路31號,24.7967547,120.9991523,264.0,第二分局
公有建築物,FNA01235,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,731.0,第二分局
一般住宅,FNA01237,軍功里,新竹市東區軍功里光復路二段350-352號,24.7963718,120.9977542,232.0,第二分局
公有建築物,FNA01238,光明里,新竹市東區光明里大學路1001號,24.7867129,120.9996672,1132.0,第二分局
公有建築物,FNA01239,光明里,新竹市東區光明里11鄰光復路二段153號,24.795994,120.9932782,284.0,第二分局
一般住宅,FNA01240,光明里,新竹市東區光明里大學路54號,24.7896952,121.0009285,612.0,第二分局
一般住宅,FNA01241,埔頂里,新竹市東區埔頂里埔頂路99巷8號,24.7962364,121.0059129,311.0,第二分局
一般住宅,FNA01246,軍功里,新竹市東區軍功里建功一路68號,24.79857,120.997871,202.0,第二分局
一般住宅,FNA01249,光明里,新竹市東區光明里大學路1021號,24.7899255,120.9984337,636.0,第二分局
公有建築物,FNA01250,光明里,新竹市東區光明里光復路二段101號,24.792968,120.9931349,384.0,第二分局
一般住宅,FNA01258,龍山里,"新竹市東區龍山里20鄰埔頂路245號 B1",24.7942982,121.0114612,1483.0,第二分局
一般住宅,FNA01264,建華里,新竹市東區建華里11鄰東南街188巷15號,24.7950894,120.9749275,843.0,第二分局
公有建築物,FNA01265,龍山里,"新竹市東區龍山里6鄰光復路一段512號 B1",24.7860605,121.011721,1189.0,第二分局
一般住宅,FNA01267,光復里,新竹市東區光復里8鄰東勢街143號,24.8040305,120.9889596,157.0,第二分局
公有建築物,FNA01270,東園里,"新竹市東區東園里12鄰自由路10號 B1",24.8105811,120.9829769,250.0,第二分局
一般住宅,FNA01271,東山里,新竹市東區東山里21鄰東山街77號,24.7974469,120.9787479,306.0,第二分局
供公眾使用建築物,FNA01272,關東里,"新竹市東區關東里13鄰光復路一段238號 B1",24.782017,121.021061,489.0,第二分局
一般住宅,FNA01273,仙水里,"新竹市東區仙水里4鄰光復路一段485巷6弄10號 B1",24.7841889,121.0142415,1943.0,第二分局
公有建築物,FNA01274,綠水里,新竹市東區綠水里13鄰園後街25號B1,24.8000634,120.9851876,708.0,第二分局
公有建築物,FNA01275,光明里,"新竹市東區光明里20鄰大學路1001號 B1",24.7845812,120.9991206,9027.0,第二分局
一般住宅,FNA01276,埔頂里,"新竹市東區埔頂里22鄰慈雲路139號 B1",24.7930855,121.0124449,6596.0,第二分局
一般住宅,FNA01278,豐功里,新竹市東區豐功里建中一路27號,24.8008013,120.9932722,545.0,第二分局
一般住宅,FNA01279,東山里,新竹市東區東山里食品路141巷28號,24.7967264,120.9776739,158.0,第二分局
一般住宅,FNA01280,榮光里,新竹市東區榮光里東門街15號,24.8037716,120.974022,174.0,第二分局
一般住宅,FNA01281,龍山里,"新竹市東區龍山里光復路一段576巷17號 B1",24.7911136,121.0066978,135.0,第二分局
一般住宅,FNA01282,綠水里,"新竹市東區綠水里5鄰食品路27號之2 B3",24.8010761,120.982903,1537.0,第二分局
公有建築物,FNA01288,光明里,"新竹市東區光明里7鄰光復路二段101號 動機工程館 B1",24.792968,120.9931349,1472.0,第二分局
一般住宅,FNA01289,東山里,新竹市東區東山里15鄰食品路127巷5號,24.7972739,120.9773923,270.0,第二分局
一般住宅,FNA01290,龍山里,"新竹市東區龍山里1鄰光復路一段576巷42號 B1",24.7919796,121.0071283,1431.0,第二分局
一般住宅,FNA01294,軍功里,新竹市東區軍功里建功一路29號,24.7972671,120.9979663,150.0,第二分局
供公眾使用建築物,FNA01295,金山里,"新竹市東區金山里2鄰金山七街1號 B1",24.7790671,121.0206907,1597.0,第二分局
一般住宅,FNA01298,金山里,"新竹市東區金山里24鄰光復路一段89巷141號 B2",24.7781381,121.0254234,3305.0,第二分局
一般住宅,FNA01299,光明里,"新竹市東區光明里大學路228號 B1",24.7899507,120.9987029,214.0,第二分局
供公眾使用建築物,FNA01300,光明里,"新竹市東區光明里大學路216號 B2",24.7898004,120.9993089,434.0,第二分局
一般住宅,FNA01301,新莊里,"新竹市東區新莊里關東路223號 B1",24.7905086,121.0184359,792.0,第二分局
一般住宅,FNA01305,立功里,"新竹市東區立功里光復路二段272號 B1",24.7950755,120.9992187,461.0,第二分局
公有建築物,FNA01306,龍山里,"新竹市東區龍山里光復路一段574號 B1",24.7893476,121.0073228,236.0,第二分局
供公眾使用建築物,FNA01309,中正里,"新竹市東區中正里中正路59號 B1",24.8047426,120.9697958,286.0,第二分局
一般住宅,FNA01316,仙水里,新竹市東區仙水里光復路一段525巷65號,24.7826416,121.013542,209.0,第二分局
一般住宅,FNA01317,建華里,新竹市東區建華里13鄰學府路29號,24.7944606,120.977467,1063.0,第二分局
公有建築物,FNA01319,軍功里,新竹市東區軍功里建功一路104巷22號,24.8007091,120.999182,304.0,第二分局
一般住宅,FNA01320,關東里,新竹市東區關東里光復路一段322號,24.7828926,121.0188486,157.0,第二分局
一般住宅,FNA01323,仙水里,"新竹市東區仙水里光復路一段459巷47號 B1",24.7827153,121.0149679,539.0,第二分局
一般住宅,FNA01325,軍功里,"新竹市東區軍功里14鄰建新路52號 B2",24.798475,120.9972941,5595.0,第二分局
一般住宅,FNA01327,金山里,"新竹市東區金山里20鄰光復路1段89巷109號 B3",24.779001,121.025031,3636.0,第二分局
公有建築物,FNA01331,三民里,"新竹市東區三民里中華路二段2號 B1",24.809448,120.9830404,578.0,第二分局
公有建築物,FNA01332,立功里,"新竹市東區立功里11鄰建功二路17號 B1",24.7979201,121.0022765,1435.0,第二分局
一般住宅,FNA01335,立功里,新竹市東區立功里光復路2段2巷49號,24.7921828,121.0056446,939.0,第二分局
供公眾使用建築物,FNA01338,金山里,"新竹市東區金山里金山街2號 B1",24.7783781,121.019395,452.0,第二分局
供公眾使用建築物,FNA01344,榮光里,"新竹市東區榮光里8鄰民族路2號 B5",24.8025581,120.97194,1677.0,第二分局
供公眾使用建築物,FNA01347,金山里,"新竹市東區金山里介壽路45號 B1",24.7788146,121.0198442,525.0,第二分局
一般住宅,FNA01348,三民里,"新竹市東區三民里東大路一段118號 B1-B3",24.8060649,120.9739336,683.0,第二分局
公有建築物,FNA01350,立功里,"新竹市東區立功里11鄰建功二路61號 B1",24.7994429,121.0028935,767.0,第二分局
一般住宅,FNA01351,榮光里,新竹市東區榮光里民族路15號,24.803301,120.971699,200.0,第二分局
一般住宅,FNA01352,光明里,新竹市東區光明里14鄰大學路1031號,24.7900827,120.9980834,413.0,第二分局
一般住宅,FNA01354,仙水里,"新竹市東區仙水里光復路一段72號 B1",24.781462,121.0247,802.0,第二分局
一般住宅,FNA01355,科園里,新竹市東區科園里1鄰光復路一段683巷1弄3號,24.787477,121.005637,164.0,第二分局
一般住宅,FNA01358,綠水里,"新竹市東區綠水里4鄰食品路43號 B3",24.7999068,120.9813957,516.0,第二分局
供公眾使用建築物,FNA01364,東園里,新竹市東區東園里14鄰中華路一段305號,24.8097369,120.9844281,147.0,第二分局
一般住宅,FNA01366,東園里,"新竹市東區東園里14鄰中華路二段51號 B2",24.8085402,120.9821845,677.0,第二分局
供公眾使用建築物,FNA01367,千甲里,"新竹市東區千甲里10鄰水利路21號 B1",24.8022522,121.0049529,1104.0,第二分局
供公眾使用建築物,FNA01370,千甲里,"新竹市東區千甲里10鄰水利路81號 B1",24.8044926,121.0057121,4468.0,第二分局
一般住宅,FNA01387,榮光里,新竹市東區榮光里3鄰民族路31號,24.803922,120.97196,286.0,第二分局
一般住宅,FNA01388,公園里,"新竹市東區公園里17鄰公園路280號 B1",24.8030009,120.9793015,1663.0,第二分局
一般住宅,FNA01389,復中里,"新竹市東區復中里14鄰三民路97號 B1",24.8096754,120.9778108,659.0,第二分局
一般住宅,FNA01395,綠水里,"新竹市東區綠水里10鄰光復路二段289號 B3",24.7998455,120.9896942,1908.0,第二分局
一般住宅,FNA01412,公園里,"新竹市東區公園里7鄰公園路326號 B1-B2",24.801207,120.9763504,2189.0,第二分局
一般住宅,FNA01432,公園里,"新竹市東區公園里10鄰公園路328號 B1-B2",24.8006702,120.9756105,1016.0,第二分局
一般住宅,FNA01448,綠水里,"新竹市東區綠水里4鄰食品路41號 B1",24.8000024,120.9813135,2831.0,第二分局
公有建築物,FNA01454,建華里,新竹市東區建華里1鄰學府路4號,24.7943145,120.978035,1119.0,第二分局
一般住宅,FNA01466,復興里,新竹市東區復興里自由路95巷18弄19號,24.8134632,120.9789102,215.0,第二分局
供公眾使用建築物,FNA01469,榮光里,新竹市東區榮光里東門街51號,24.8039902,120.9728329,412.0,第二分局
公有建築物,FNA01473,復興里,"新竹市東區復興里10鄰自由路66號 B1",24.8126349,120.9814029,1367.0,第二分局
一般住宅,FNA01475,三民里,新竹市東區三民里中華路二段162巷16號,24.8071817,120.9782882,102.0,第二分局
一般住宅,FNA01478,復興里,新竹市東區復興里自由路95巷18弄19號,24.8134632,120.9789102,444.0,第二分局
公有建築物,FNA01480,三民里,"新竹市東區三民里中華路二段2號 B1",24.809448,120.9830404,944.0,第二分局
公有建築物,FNA01489,育賢里,新竹市東區育賢里民族路33號B1,24.8046376,120.9721473,471.0,第二分局
一般住宅,FNA01490,中正里,"新竹市東區中正里中正路96巷16號 B1",24.8057121,120.9701894,161.0,第二分局
公有建築物,FNA01491,光明里,新竹市東區光明里7鄰光復路二段101號,24.792968,120.9931349,106.0,第二分局
一般住宅,FNA01492,仙水里,"新竹市東區仙水里14鄰光復路一段335巷17弄12號 B2",24.7816635,121.0183463,1402.0,第二分局
一般住宅,FNA01493,科園里,"新竹市東區科園里5鄰科學園路107巷1號 B1",24.7820058,121.0118819,1133.0,第二分局
一般住宅,FNA01494,新莊里,"新竹市東區新莊里21鄰新莊街185巷37號 B1",24.7883446,121.0166503,773.0,第二分局
公有建築物,FNA01495,金山里,"新竹市東區金山里光復路1段89巷88號 B1",24.7802672,121.0241642,494.0,第二分局
一般住宅,FNA01497,復中里,新竹市東區復中里4鄰民權路211號,24.8102971,120.9732342,423.0,第二分局
供公眾使用建築物,FNA01498,科園里,新竹市東區科園里24鄰力行三路7號,24.7734985,121.0208326,5808.0,第二分局
公有建築物,FNA01499,光明里,新竹市東區光明里大學路1001號,24.7884305,120.9986143,187.0,第二分局
公有建築物,FNA01500,光明里,新竹市東區光明里7鄰光復路二段101號,24.792968,120.9931349,647.0,第二分局
供公眾使用建築物,FNA01501,錦華里,新竹市東區錦華里東大路一段222號,24.810467,120.970705,395.0,第二分局
一般住宅,FNA01502,新莊里,"新竹市東區新莊里11鄰關新路29號 B5",24.7849631,121.0179678,14570.0,第二分局
一般住宅,FNA01503,豐功里,新竹市東區豐功里東美路89號,24.8019054,121.0008978,872.0,第二分局
一般住宅,FNA01504,新莊里,"新竹市東區新莊里7鄰關新路19巷2號 B1",24.7852455,121.0175175,6238.0,第二分局
一般住宅,FNA01505,東勢里,"新竹市東區東勢里17鄰八德路233號 B2",24.8034292,120.9857052,11529.0,第二分局
一般住宅,FNA01506,中正里,新竹市東區中正里3鄰中正路96巷24號,24.8057588,120.9704688,166.0,第二分局
一般住宅,FNA01507,中正里,新竹市東區中正里3鄰中正路96巷1號,24.8060685,120.9705404,287.0,第二分局
公有建築物,FNA01508,科園里,"新竹市東區科園里7鄰科學園路171號 B1-B2",24.7820058,121.0118819,1226.0,第二分局
供公眾使用建築物,FNA01510,光復里,"新竹市東區光復里10鄰光復路二段690號 B4-B5",24.8000704,120.9907507,1403.0,第二分局
一般住宅,FNA01512,錦華里,"新竹市東區錦華里6鄰錦華街49號 B1",24.8106396,120.9714788,1519.0,第二分局
一般住宅,FNA01513,新莊里,"新竹市東區新莊里8鄰關新路19巷3號 B2",24.7840781,121.0179097,5113.0,第二分局
一般住宅,FNA01514,光復里,"新竹市東區光復里12鄰新光路42巷5號 B1",24.8026353,120.9892677,1054.0,第二分局
一般住宅,FNA01515,新莊里,"新竹市東區新莊里21鄰新莊街185巷80號 B3",24.7886547,121.0170027,2300.0,第二分局
一般住宅,FNA01516,新莊里,"新竹市東區新莊里6鄰關新西街192號 B1",24.7887217,121.0196654,1439.0,第二分局
一般住宅,FNA01517,豐功里,"新竹市東區豐功里32鄰公道五路二段315號 B2-B3",24.8026199,120.9976321,13073.0,第二分局
一般住宅,FNA01518,復興里,"新竹市東區復興里15鄰中華路一段384巷2弄2號之1 B1",24.8127539,120.9855656,1858.0,第二分局
公有建築物,FNA01519,公園里,"新竹市東區公園里公園路356號之1 B1",24.8002584,120.9755643,236.0,第二分局
供公眾使用建築物,FNA01520,文華里,新竹市東區文華里北大路52號,24.8126514,120.9723996,155.0,第二分局
公有建築物,FNA01521,關東里,"新竹市東區關東里9鄰關東路53號 B2",24.7843854,121.021639,1015.0,第二分局
一般住宅,FNA01522,仙宮里,"新竹市東區仙宮里1鄰寶山路452巷2弄1號 B1",24.7843085,120.9904103,1622.0,第二分局
一般住宅,FNA01523,光明里,"新竹市東區光明里大學路214號 B1",24.789722,120.999443,122.0,第二分局
公有建築物,FNA01524,金山里,新竹市東區金山里19鄰光復路一段89巷88-1號-B1,24.7802672,121.0241642,1720.0,第二分局
供公眾使用建築物,FNA01525,埔頂里,"新竹市東區埔頂里1鄰公道五路二段99號 B1",24.7982973,121.0065269,5132.0,第二分局
一般住宅,FNA01526,文華里,新竹市東區文華里北大路21號,24.8130333,120.9738851,405.0,第二分局
一般住宅,FNA01527,關新里,"新竹市東區關新里4鄰關新路209號 B2",24.7879478,121.0197017,2921.0,第二分局
供公眾使用建築物,FNA01528,錦華里,"新竹市東區錦華里18鄰北大路61號 B1",24.811149,120.9728262,1005.0,第二分局
一般住宅,FNA01529,新莊里,"新竹市東區新莊里6鄰關新東路356號 B2",24.7863345,121.0204662,3513.0,第二分局
公有建築物,FNA01530,光明里,"新竹市東區光明里7鄰光復路二段101號 B2",24.792968,120.9931349,1908.0,第二分局
供公眾使用建築物,FNA01531,三民里,新竹市東區三民里18鄰民族路67巷1弄12號,24.8068786,120.9744181,212.0,第二分局
公有建築物,FNA01532,建華里,"新竹市東區建華里1鄰學府路4號 B1",24.7943066,120.9780354,1119.0,第二分局
一般住宅,FNA01533,埔頂里,"新竹市東區埔頂里6鄰慈祥路80號 B1",24.7931462,121.0091844,1995.0,第二分局
一般住宅,FNA01534,三民里,"新竹市東區三民里民權路13號 B1-B2",24.805619,120.976457,792.0,第二分局
一般住宅,FNA01535,龍山里,"新竹市東區龍山里2鄰立鵬路81號 B1",24.7908334,121.0104654,3901.0,第二分局
一般住宅,FNA01536,中正里,"新竹市東區中正里3鄰府後街21號 B1",24.8054566,120.9705898,448.0,第二分局
一般住宅,FNA01537,埔頂里,"新竹市東區埔頂里13鄰世傑路298號 B1",24.7920223,121.0099651,2897.0,第二分局
一般住宅,FNA01538,東園里,新竹市東區東園里9鄰公園路226號,24.80409,120.9807809,258.0,第二分局
一般住宅,FNA01539,新莊里,"新竹市東區新莊里6鄰關東路127號 B2",24.787021,121.020696,4907.0,第二分局
一般住宅,FNA01540,新莊里,"新竹市東區新莊里6鄰關新西街67號 B1",24.7881651,121.0191961,467.0,第二分局
供公眾使用建築物,FNA01541,新莊里,新竹市東區新莊里關新路63巷1-1號,24.786051,121.0186432,216.0,第二分局
一般住宅,FNA01542,復中里,"新竹市東區復中里7鄰中央路245巷58號 B2",24.8104575,120.9763616,499.0,第二分局
一般住宅,FNA01543,關東里,"新竹市東區關東里16鄰關新東路178號 B1-B3",24.7847864,121.0198317,2079.0,第二分局
一般住宅,FNA01544,光復里,"新竹市東區光復里11鄰忠孝路52號 B1",24.8017701,120.9907238,1227.0,第二分局
一般住宅,FNA01545,埔頂里,"新竹市東區埔頂里13鄰慈祥路70號 B1",24.7928119,121.0088259,1232.0,第二分局
一般住宅,FNA01546,建功里,新竹市東區建功里1鄰金城一路75號-B1,24.7950894,121.0039042,18235.0,第二分局
一般住宅,FNA01547,龍山里,"新竹市東區龍山里6鄰龍山東路286號 B3",24.787326,121.014183,6283.0,第二分局
供公眾使用建築物,FNA01548,錦華里,"新竹市東區錦華里3鄰北大路95號 B1",24.8108756,120.9704178,776.0,第二分局
一般住宅,FNA01549,新莊里,"新竹市東區新莊里29鄰關新北路151號 B1",24.7865772,121.0196011,2113.0,第二分局
一般住宅,FNA01550,關東里,"新竹市東區關東里15鄰關新東路181號 B1-B2",24.7843359,121.0193095,2006.0,第二分局
一般住宅,FNA01551,錦華里,"新竹市東區錦華里20鄰經國路一段479巷51號 B1",24.8137399,120.9750436,1206.0,第二分局
一般住宅,FNA01552,復興里,新竹市東區復興里8鄰經國路一段379巷16號,24.8139242,120.9791991,322.0,第二分局
一般住宅,FNA01553,親仁里,"新竹市東區親仁里15鄰世界街100號 B1",24.808941,120.969508,580.0,第二分局
一般住宅,FNA01554,東園里,"新竹市東區東園里20鄰中華路一段289號 B1",24.810213,120.9855465,3304.0,第二分局
公有建築物,FNA01555,三民里,"新竹市東區三民里3鄰中華路二段270號 B1",24.8047755,120.9756282,1128.0,第二分局
一般住宅,FNA01556,龍山里,"新竹市東區龍山里11鄰埔頂路502號 B2",24.7924464,121.0167163,2188.0,第二分局
一般住宅,FNA01557,新莊里,"新竹市東區新莊里6鄰關新路216號 B1",24.7878782,121.0211444,1825.0,第二分局
一般住宅,FNA01558,東園里,"新竹市東區東園里15鄰鐵道路一段28巷93號 B1",24.8129739,120.9829081,7084.0,第二分局
一般住宅,FNA01559,東園里,"新竹市東區東園里11鄰中華路一段302之2號 B1",24.8122542,120.9885219,1435.0,第二分局
一般住宅,FNA01560,關新里,"新竹市東區關新里5鄰關新路65號 B1",24.786252,121.0187398,2628.0,第二分局
一般住宅,FNA01561,公園里,"新竹市東區公園里7鄰公園路318號 B1-B2",24.8018201,120.977194,1516.0,第二分局
公有建築物,FNA01562,光明里,新竹市東區光明里大學路1001號,24.7884305,120.9986143,880.0,第二分局
一般住宅,FNA01563,三民里,"新竹市東區三民里9鄰中華路二段185號 B1-B2",24.8062752,120.9789871,1030.0,第二分局
公有建築物,FNA01564,光明里,"新竹市東區光明里7鄰光復路二段101號 B2",24.792968,120.9931349,1496.0,第二分局
一般住宅,FNA01565,光明里,"新竹市東區光明里1鄰大學路16號 B1",24.7891059,121.0026823,3747.0,第二分局
一般住宅,FNA01566,文華里,新竹市東區文華里2鄰北大路92巷47號B1-B2,24.8129356,120.9689685,748.0,第二分局
一般住宅,FNA01568,埔頂里,"新竹市東區埔頂里22鄰慈雲路95號 B3",24.791913,121.0120058,3827.0,第二分局
一般住宅,FNA01569,光復里,"新竹市東區光復里11鄰忠孝路72巷1號 B1",24.8026527,120.9912213,2123.0,第二分局
一般住宅,FNA01570,光復里,新竹市東區光復里11鄰忠孝路27巷9號,24.8015488,120.9900821,759.0,第二分局
一般住宅,FNA01571,光復里,新竹市東區光復里10鄰水源街65號與67號,24.8009539,120.9914724,575.0,第二分局
供公眾使用建築物,FNA01572,埔頂里,"新竹市東區埔頂里6鄰慈祥路99號 B1",24.794021,121.008919,318.0,第二分局
供公眾使用建築物,FNA01573,榮光里,"新竹市東區榮光里4鄰林森路18號 B1",24.8021098,120.9704184,2504.0,第二分局
一般住宅,FNA01574,龍山里,"新竹市東區龍山里5鄰慈雲路68號 B2",24.7899363,121.0117595,2662.0,第二分局
一般住宅,FNA01575,東園里,"新竹市東區東園里13鄰八德路19巷33號 B2",24.8066652,120.9830541,874.0,第二分局
一般住宅,FNA01576,光復里,新竹市東區光復里11鄰忠孝路27巷30號B3,24.8022353,120.9894694,856.0,第二分局
一般住宅,FNA01577,埔頂里,"新竹市東區埔頂里25鄰慈雲路118號 B3",24.7912671,121.0125144,2999.0,第二分局
供公眾使用建築物,FNA01578,文華里,"新竹市東區文華里5鄰民權路267號 B1",24.8131642,120.9704671,1008.0,第二分局
公有建築物,FNA01579,龍山里,新竹市東區龍山里6鄰光復路一段512號-B1,24.7860605,121.011721,1758.0,第二分局
供公眾使用建築物,FNA01580,東園里,新竹市東區東園里4鄰光復路二段808號,24.8023674,120.9847245,746.0,第二分局
一般住宅,FNA01581,埔頂里,"新竹市東區埔頂里6鄰世傑路99號 B1",24.7925345,121.0097283,1873.0,第二分局
公有建築物,FNA01582,光明里,"新竹市東區光明里7鄰光復路二段101號 B1",24.792968,120.9931349,1268.0,第二分局
供公眾使用建築物,FNA01583,光復里,新竹市東區光復里7鄰公道五路三段1號-B3,24.8057334,120.9913996,5089.0,第二分局
一般住宅,FNA01584,錦華里,"新竹市東區錦華里15鄰錦華街36號 B1",24.8100808,120.9722273,686.0,第二分局
公有建築物,FNA01585,綠水里,"新竹市東區綠水里7鄰光復路二段321號 B1",24.8004074,120.9883064,1638.0,第二分局
供公眾使用建築物,FNA01586,錦華里,"新竹市東區錦華里18鄰北大路61號 B1",24.811149,120.9728262,615.0,第二分局
公有建築物,FNA01587,綠水里,新竹市東區綠水里博愛路75號,24.798352,120.9833302,840.0,第二分局
公有建築物,FNA01588,光明里,"新竹市東區光明里20鄰大學路1001號 B1-B2",24.7884305,120.9986143,2581.0,第二分局
公有建築物,FNA01589,育賢里,新竹市東區育賢里民族路33號-B1,24.8046376,120.9721473,967.0,第二分局
一般住宅,FNA01590,龍山里,"新竹市東區龍山里埔頂一路203號 B1",24.7914081,121.0173673,207.0,第二分局
一般住宅,FNA01591,建功里,新竹市東區建功里12鄰金城一路52巷2號-B1,24.794984,121.0044591,9655.0,第二分局
